Temperature_C,Humidity_pct,Smoke_ppm,Fire_Sensor,Wind_kmh,ForestFire
76.9,15.0,1782.0,0,29.6,1
67.1,15.4,2129.0,0,8.2,1
101.8,35.2,2645.0,0,19.6,0
97.7,5.9,1982.0,0,48.5,1
112.6,9.7,2331.0,1,12.9,1
104.1,41.0,648.0,1,32.8,1
108.2,13.0,1492.0,1,16.3,1
76.9,34.4,226.0,1,38.7,1
70.6,15.7,891.0,1,6.5,1
105.0,9.5,2234.0,0,48.5,1
108.4,15.9,2977.0,1,22.7,1
119.4,37.5,478.0,1,11.8,1
84.8,43.5,1324.0,1,3.7,1
82.3,42.4,2440.0,1,8.5,0
106.6,22.9,771.0,1,26.0,1
80.4,35.1,1754.0,0,16.9,0
115.8,14.2,2253.0,1,41.4,1
111.5,18.2,1925.0,1,21.5,1
85.7,45.3,726.0,1,12.4,1
105.1,5.6,1195.0,1,30.9,1
105.3,8.8,2395.0,1,35.3,1
66.2,14.4,1752.0,1,8.4,1
114.2,6.2,215.0,1,8.4,1
90.3,13.2,2331.0,1,1.8,1
109.6,31.2,299.0,1,36.8,1
79.2,24.0,2288.0,1,33.2,1
113.7,45.2,767.0,1,23.7,1
83.4,41.8,2883.0,1,42.2,1
60.7,20.4,1230.0,1,40.3,1
114.3,16.7,1115.0,0,29.3,1
65.5,22.1,617.0,1,43.4,1
79.2,31.6,1056.0,1,10.3,1
117.0,17.1,2655.0,1,5.6,1
117.0,33.1,2990.0,1,13.5,1
94.4,23.4,1231.0,1,2.9,1
97.9,29.8,1456.0,1,26.6,1
86.9,24.6,2222.0,0,46.8,1
77.6,18.3,2681.0,1,2.0,1
79.7,47.7,1861.0,1,6.1,1
100.4,39.4,1296.0,1,22.6,1
105.1,11.3,1355.0,1,46.7,1
107.5,44.1,2148.0,1,15.8,1
107.4,26.9,209.0,1,25.4,1
65.5,45.3,1935.0,0,2.1,1
89.7,41.0,1195.0,1,7.4,1
63.5,24.1,2424.0,1,49.3,1
93.0,6.0,460.0,0,48.3,1
86.5,17.1,1847.0,1,0.2,1
113.3,29.4,1547.0,0,47.6,1
81.1,33.5,1999.0,1,32.0,1
67.0,16.6,382.0,0,43.4,1
68.6,11.3,1824.0,1,22.7,1
105.7,42.6,1772.0,0,25.8,1
97.1,49.3,1770.0,0,24.4,1
66.1,28.7,1890.0,1,33.3,1
65.0,12.7,2094.0,0,7.0,1
102.1,17.3,2454.0,1,1.5,0
64.4,5.8,955.0,1,15.4,1
109.3,46.1,2510.0,1,35.2,1
102.4,10.3,1595.0,1,10.1,1
64.9,30.9,416.0,1,33.7,0
65.1,17.3,364.0,1,48.5,0
119.2,29.9,1136.0,1,4.7,1
82.5,34.3,2398.0,0,33.6,1
82.2,42.3,2182.0,0,22.2,1
108.8,14.3,2408.0,1,43.4,1
116.8,5.5,1648.0,1,8.9,1
119.2,11.2,1433.0,1,34.6,1
105.2,45.5,613.0,1,41.9,0
82.6,44.3,1119.0,1,47.2,1
65.0,31.9,1415.0,1,34.2,1
106.6,32.0,448.0,1,24.9,1
93.5,34.9,818.0,0,30.9,1
85.5,12.9,1875.0,1,43.4,1
114.4,46.1,2260.0,1,28.5,1
66.7,23.8,2995.0,1,1.5,1
89.6,22.2,2813.0,1,46.5,1
60.7,28.4,1999.0,1,34.5,0
88.1,7.1,1379.0,1,33.8,1
63.4,12.5,1981.0,1,10.8,1
67.1,38.2,2400.0,1,32.9,1
67.1,8.7,531.0,0,19.7,1
99.0,32.1,1348.0,0,32.6,1
104.8,16.0,2551.0,1,5.3,1
95.0,22.5,1275.0,1,32.9,1
117.7,18.0,1801.0,1,50.0,1
82.5,21.0,1846.0,1,2.4,1
77.1,37.4,717.0,1,48.9,1
112.1,18.4,1214.0,1,20.3,1
73.4,30.5,1137.0,1,43.5,1
117.8,26.4,273.0,1,39.1,1
60.7,34.9,268.0,1,28.4,1
118.2,47.2,2529.0,0,36.9,1
62.6,38.0,965.0,0,43.9,1
113.5,14.7,1651.0,0,20.2,1
91.7,6.4,1036.0,1,16.4,0
119.6,16.8,2834.0,0,33.4,0
64.4,31.8,926.0,1,40.4,1
93.2,7.3,1403.0,0,38.1,1
118.2,27.3,2644.0,1,39.9,1
91.4,31.9,2557.0,0,21.8,1
97.8,20.0,721.0,1,40.9,1
101.7,39.7,2447.0,0,6.0,1
87.3,9.8,1483.0,0,27.2,1
97.7,8.4,1552.0,1,0.3,1
95.1,37.8,574.0,1,16.2,1
114.1,27.3,426.0,0,18.3,1
62.7,36.0,2238.0,1,19.8,1
76.9,24.6,1590.0,0,34.8,1
117.0,16.1,1423.0,1,19.4,1
113.4,41.9,2243.0,1,22.4,0
87.3,41.0,2343.0,1,11.9,1
97.2,36.3,645.0,1,18.7,1
76.6,17.2,1909.0,0,11.4,1
71.3,31.6,579.0,1,3.7,1
87.8,21.2,2304.0,1,30.2,1
81.2,9.1,2039.0,1,33.4,1
95.0,46.3,2879.0,1,31.0,1
64.7,11.2,393.0,0,23.2,1
118.5,47.8,360.0,0,19.0,1
119.2,25.1,990.0,1,43.2,1
